Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000109819	PPARGC1A	3.0	5.0		10.0	11.0	12.0	2.0	6.0	3.0	7.0	21.0	36.0	22.0	7.0		2.0	1.0		6.0	16.0	26.0	12.0	9.0	3.0	1.0	6.0	10.0	42.0	0.6	2.0	1.0	1.0
ENSG00000110955	ATP5F1B	729.0	1057.0	761.0	773.0	1338.0	1205.0	633.0	1050.0	859.0	596.0	1849.0	1128.0	453.0	550.0	634.0	528.0	125.0	755.0	703.0	1514.0	443.0	1180.0	1147.0	917.0	618.0	681.0	701.0	1008.0	1027.0	840.0	776.0	578.0
ENSG00000111725	PRKAB1	15.0	22.0	40.0	18.0	30.0	33.0	32.0	19.0	29.0	22.0	6.0	37.0	8.0	40.0	29.0	23.0	8.0	33.0	18.0	41.0	9.0	3.0	28.0	24.0	38.0	26.0	35.0	37.0	24.0	23.0	22.0	13.0
ENSG00000112062	MAPK14	33.0	40.0	97.0	29.0	40.0	36.0	82.0	49.0	50.0	55.0	19.0	26.0	26.0	49.0	55.0	44.0	5.0	81.0	39.0	43.0	17.0	11.0	38.0	66.0	51.0	28.0	21.0	75.0	50.0	55.0	65.0	56.0
ENSG00000112096	SOD2	85.0	65.0	85.0	64.0	56.0	33.0	59.0	62.0	45.0	127.0	70.0	75.0	187.0	81.0	70.0	49.0	12.0	47.0	74.0	50.0	34.0	53.0	31.0	67.0	41.0	31.0	20.0	48.0	57.0	197.0	476.0	28.0
ENSG00000113013	HSPA9	84.0	227.0	166.0	137.0	109.0	90.0	114.0	94.0	102.0	118.0	88.0	155.0	130.0	85.0	106.0	122.0	19.0	111.0	115.0	119.0	49.0	71.0	83.0	113.0	85.0	76.0	95.0	218.0	122.0	102.0	118.0	81.0
ENSG00000115592	PRKAG3																						38.0										
ENSG00000115966	ATF2	31.0	47.0	36.0	70.0	31.0	26.0	89.0	34.0	57.0	63.0	13.0	30.0	24.0	41.0	49.0	75.0	8.0	48.0	51.0	34.0	22.0	6.0	29.0	59.0	49.0	30.0	56.0	111.0	41.0	50.0	47.0	21.0
ENSG00000116459	ATP5PB	86.0	134.0	113.0	133.0	206.0	173.0	113.0	153.0	155.0	109.0	202.0	147.0	77.0	96.0	142.0	104.0	18.0	119.0	126.0	205.0	70.0	93.0	156.0	137.0	102.0	95.0	127.0	179.0	151.0	141.0	130.0	80.0
ENSG00000116604	MEF2D	37.0	56.0	114.0	98.0	36.0	24.0	113.0	41.0	67.0	63.0	40.0	22.0	12.0	75.0	51.0	75.0	12.0	61.0	69.0	31.0	16.0	70.0	30.0	84.0	69.0	31.0	42.0	53.0	29.0	57.0	51.0	27.0
ENSG00000118260	CREB1	21.0	17.0	24.0	26.0	21.0	15.0	43.0	28.0	30.0	36.0	9.0	16.0	9.0	33.0	50.0	39.0	3.0	33.0	31.0	22.0	9.0	2.0	21.0	31.0	38.0	20.0	33.0	47.0	32.0	34.0	40.0	29.0
ENSG00000124172	ATP5F1E	102.0	79.0	109.0	71.0	108.0	65.0	52.0	35.0	48.0	37.0	54.0	77.0	53.0	84.0	89.0	47.0	12.0	64.0	65.0	59.0	37.0	48.0	69.0	63.0	106.0	75.0	51.0	47.0	60.0	46.0	108.0	29.0
ENSG00000124523	SIRT5	7.0	7.0	6.0	10.0	9.0	9.0	12.0	8.0	15.0	10.0	17.0	9.0	14.0	10.0	12.0	17.0	2.0	9.0	11.0	11.0	6.0	10.0	11.0	10.0	14.0	8.0	13.0	16.0	7.0	9.0	9.0	11.0
ENSG00000125375	DMAC2L	8.0	8.0	6.0	14.0	9.0	10.0	17.0	9.0	21.0	9.0	5.0	13.0	3.0	11.0	12.0	15.0	1.0	8.0	13.0	11.0	4.0	5.0	8.0	11.0	12.0	7.0	9.0	24.0	7.0	9.0	9.0	16.0
ENSG00000125686	MED1	22.0	21.0	27.0	26.0	25.0	18.0	50.0	26.0	38.0	35.0	10.0	19.0	11.0	31.0	51.0	48.0	4.0	36.0	28.0	27.0	12.0	6.0	19.0	40.0	37.0	19.0	36.0	41.0	42.0	30.0	42.0	24.0
ENSG00000126368	NR1D1	7.0	26.0	9.0	77.0	6.0	27.0	39.0	19.0	39.0	22.0	41.0	14.0	12.0	14.0	15.0	100.0	2.0	25.0	25.0	7.0	93.0	25.0	17.0	29.0	15.0	10.0	27.0	37.0	12.0	22.0	12.0	54.0
ENSG00000127989	MTERF1	4.0	8.0	9.0	9.0	9.0	8.0	13.0	8.0	9.0	10.0	3.0	6.0	5.0	10.0	19.0	12.0	1.0	9.0	10.0	8.0	5.0	1.0	8.0	8.0	12.0	9.0	10.0	13.0	13.0	11.0	12.0	8.0
ENSG00000128654	MTX2	39.0	73.0	21.0	69.0	58.0	39.0	62.0	51.0	83.0	41.0	47.0	56.0	23.0	41.0	40.0	48.0	10.0	63.0	70.0	71.0	26.0	33.0	37.0	70.0	35.0	35.0	158.0	71.0	48.0	57.0	38.0	41.0
ENSG00000130589	HELZ2	8.0	4.0	29.0	3.0	8.0	6.0	5.0	4.0	6.0	10.0	2.0	3.0	2.0	15.0	12.0	2.0	2.0	8.0	7.0	2.0	5.0	0.7	7.0	4.0	39.0	10.0	3.0	6.0	3.0	6.0	13.0	4.0
ENSG00000131069	ACSS2	101.0	43.0	12.0	25.0	114.0	148.0	41.0	30.0	49.0	40.0	36.0	68.0	33.0	76.0	12.0	36.0	6.0	42.0	30.0	155.0	26.0	45.0	119.0	38.0	22.0	60.0	32.0	29.0	14.0	20.0	34.0	43.0
ENSG00000131791	PRKAB2	21.0	31.0	23.0	56.0	25.0	84.0	63.0	34.0	40.0	34.0	35.0	20.0	46.0	32.0	23.0	47.0	21.0	49.0	47.0	29.0	10.0	65.0	56.0	74.0	28.0	25.0	30.0	26.0	13.0	45.0	33.0	51.0
ENSG00000132305	IMMT	68.0	134.0	74.0	92.0	106.0	97.0	76.0	80.0	83.0	74.0	126.0	98.0	46.0	68.0	101.0	63.0	14.0	91.0	57.0	111.0	40.0	81.0	87.0	101.0	83.0	61.0	120.0	110.0	101.0	86.0	91.0	72.0
ENSG00000135390	ATP5MC2	59.0	93.0	94.0	76.0	78.0	98.0	114.0	71.0	201.0	91.0	89.0	63.0	31.0	97.0	109.0	199.0	30.0	102.0	113.0	133.0	74.0	111.0	91.0	119.0	124.0	87.0	66.0	109.0	139.0	98.0	87.0	88.0
ENSG00000137574	TGS1	23.0	16.0	24.0	20.0	22.0	14.0	37.0	26.0	34.0	30.0	8.0	17.0	8.0	26.0	49.0	39.0	3.0	27.0	29.0	20.0	8.0	4.0	19.0	28.0	33.0	16.0	36.0	41.0	45.0	32.0	37.0	26.0
ENSG00000140396	NCOA2	16.0	24.0	43.0	32.0	27.0	23.0	40.0	39.0	37.0	35.0	16.0	27.0	27.0	33.0	33.0	53.0	4.0	35.0	38.0	26.0	17.0	4.0	28.0	28.0	37.0	25.0	51.0	46.0	27.0	35.0	33.0	32.0
ENSG00000140577	CRTC3	22.0	15.0	12.0	17.0	11.0	8.0	44.0	20.0	31.0	31.0	9.0	9.0	5.0	23.0	24.0	66.0	3.0	28.0	19.0	12.0	12.0	3.0	10.0	41.0	22.0	11.0	30.0	33.0	20.0	23.0	24.0	16.0
ENSG00000141027	NCOR1	21.0	24.0	28.0	34.0	42.0	41.0	54.0	34.0	42.0	39.0	12.0	29.0	21.0	36.0	42.0	50.0	7.0	38.0	35.0	42.0	15.0	11.0	37.0	45.0	39.0	37.0	46.0	63.0	34.0	39.0	37.0	39.0
ENSG00000142082	SIRT3	12.0	12.0	8.0	25.0	11.0	12.0	22.0	10.0	27.0	12.0	14.0	13.0	10.0	16.0	13.0	31.0	3.0	8.0	23.0	12.0	8.0	9.0	13.0	11.0	17.0	9.0	29.0	23.0	11.0	11.0	11.0	15.0
ENSG00000142453	CARM1	20.0	17.0	33.0	25.0	26.0	25.0	51.0	48.0	59.0	40.0	17.0	15.0	6.0	28.0	37.0	48.0	7.0	54.0	31.0	27.0	14.0	43.0	28.0	52.0	31.0	19.0	73.0	27.0	32.0	40.0	39.0	31.0
ENSG00000148672	GLUD1	129.0	218.0	48.0	427.0	136.0	151.0	165.0	191.0	176.0	195.0	72.0	355.0	725.0	168.0	109.0	207.0	28.0	154.0	321.0	136.0	58.0	20.0	186.0	170.0	121.0	102.0	66.0	234.0	142.0	181.0	132.0	179.0
ENSG00000148840	PPRC1	12.0	19.0	31.0	18.0	14.0	15.0	46.0	25.0	36.0	33.0	8.0	8.0	9.0	36.0	38.0	40.0	9.0	37.0	21.0	19.0	8.0	4.0	14.0	45.0	32.0	13.0	32.0	30.0	30.0	25.0	39.0	37.0
ENSG00000152234	ATP5F1A	101.0	174.0	104.0	139.0	177.0	189.0	133.0	154.0	162.0	103.0	284.0	212.0	78.0	102.0	133.0	138.0	26.0	123.0	124.0	193.0	80.0	184.0	155.0	142.0	106.0	94.0	114.0	192.0	180.0	149.0	113.0	109.0
ENSG00000152495	CAMK4	0.5	8.0	4.0	26.0	3.0	3.0	2.0	1.0	0.9	6.0		1.0	2.0	2.0	23.0	1.0		0.7	5.0	3.0			4.0	3.0	7.0	3.0	12.0	0.7	8.0	4.0	12.0	
ENSG00000154518	ATP5MC3	58.0	51.0	44.0	55.0	116.0	130.0	55.0	60.0	54.0	46.0	138.0	86.0	51.0	39.0	63.0	40.0	7.0	59.0	58.0	105.0	44.0	65.0	106.0	56.0	39.0	54.0	29.0	68.0	65.0	56.0	59.0	32.0
ENSG00000154723	ATP5PF	133.0	140.0	61.0	102.0	146.0	117.0	95.0	97.0	80.0	86.0	202.0	163.0	159.0	71.0	86.0	89.0	17.0	104.0	95.0	118.0	57.0	146.0	115.0	93.0	68.0	65.0	89.0	93.0	95.0	74.0	95.0	43.0
ENSG00000154727	GABPA	32.0	32.0	26.0	23.0	33.0	26.0	62.0	30.0	40.0	46.0	13.0	23.0	17.0	42.0	55.0	52.0	4.0	55.0	35.0	29.0	13.0	6.0	29.0	42.0	48.0	23.0	45.0	69.0	39.0	43.0	42.0	23.0
ENSG00000155008	APOOL	12.0	20.0	7.0	26.0	17.0	14.0	19.0	22.0	25.0	18.0	16.0	22.0	20.0	16.0	11.0	16.0	3.0	14.0	21.0	17.0	10.0	11.0	12.0	22.0	12.0	15.0	8.0	36.0	9.0	16.0	13.0	20.0
ENSG00000155846	PPARGC1B	2.0	2.0	2.0	5.0	13.0	14.0	5.0	7.0	9.0	3.0	4.0	2.0	0.9	6.0	3.0	3.0		3.0	4.0	14.0	1.0	4.0	13.0	10.0	6.0	5.0	2.0	1.0	4.0	8.0	6.0	6.0
ENSG00000159199	ATP5MC1	24.0	53.0	31.0	54.0	104.0	87.0	54.0	41.0	60.0	35.0	117.0	57.0	31.0	29.0	48.0	46.0	8.0	42.0	50.0	135.0	30.0	74.0	81.0	70.0	38.0	46.0	23.0	71.0	76.0	38.0	56.0	48.0
ENSG00000159685	CHCHD6	3.0	12.0	3.0	27.0	5.0	3.0	7.0	5.0	18.0	6.0	4.0	7.0	3.0	13.0	6.0	19.0	3.0	8.0	11.0	3.0	7.0	1.0	4.0	7.0	10.0	5.0	44.0	16.0	3.0	5.0	6.0	9.0
ENSG00000160741	CRTC2	34.0	35.0	81.0	30.0	23.0	25.0	59.0	29.0	62.0	46.0	13.0	16.0	13.0	64.0	79.0	82.0	8.0	53.0	39.0	32.0	19.0	9.0	29.0	45.0	92.0	31.0	53.0	56.0	57.0	40.0	62.0	43.0
ENSG00000162409	PRKAA2	4.0	4.0		12.0	3.0	1.0	9.0	16.0	12.0	9.0	60.0	37.0	2.0	4.0		7.0	1.0	2.0	14.0	4.0	8.0	26.0	2.0	13.0	4.0	2.0	6.0	17.0		5.0	2.0	0.5
ENSG00000162851	TFB2M	30.0	67.0	48.0	19.0	33.0	26.0	25.0	33.0	33.0	27.0	17.0	38.0	42.0	24.0	43.0	25.0	9.0	33.0	33.0	33.0	15.0	10.0	23.0	24.0	25.0	24.0	33.0	60.0	36.0	39.0	36.0	25.0
ENSG00000165629	ATP5F1C	138.0	375.0	138.0	173.0	298.0	293.0	189.0	204.0	215.0	185.0	343.0	280.0	152.0	148.0	189.0	144.0	47.0	219.0	185.0	309.0	116.0	175.0	255.0	215.0	165.0	153.0	121.0	283.0	212.0	207.0	183.0	127.0
ENSG00000167283	ATP5MG	25.0	51.0	35.0	36.0	36.0	32.0	44.0	30.0	49.0	36.0	45.0	43.0	19.0	31.0	54.0	42.0	6.0	32.0	36.0	49.0	21.0	16.0	29.0	41.0	30.0	23.0	17.0	58.0	55.0	37.0	33.0	21.0
ENSG00000167863	ATP5PD	86.0	70.0	48.0	91.0	114.0	92.0	75.0	72.0	70.0	61.0	142.0	119.0	72.0	67.0	67.0	63.0	15.0	78.0	81.0	94.0	45.0	101.0	89.0	82.0	58.0	59.0	41.0	117.0	68.0	66.0	81.0	74.0
ENSG00000169020	ATP5ME	87.0	66.0	52.0	71.0	106.0	79.0	45.0	31.0	50.0	25.0	90.0	99.0	111.0	53.0	38.0	63.0	14.0	54.0	68.0	65.0	34.0	114.0	85.0	45.0	60.0	55.0	36.0	38.0	50.0	29.0	69.0	33.0
ENSG00000171720	HDAC3	22.0	44.0	46.0	27.0	23.0	24.0	56.0	38.0	53.0	42.0	14.0	16.0	16.0	38.0	56.0	53.0	8.0	40.0	39.0	37.0	18.0	8.0	26.0	51.0	43.0	22.0	34.0	52.0	67.0	41.0	42.0	49.0
ENSG00000172115	CYCS	67.0	106.0	51.0	136.0	190.0	123.0	54.0	89.0	46.0	68.0	197.0	88.0	47.0	43.0	64.0	28.0	7.0	45.0	58.0	171.0	32.0	94.0	99.0	85.0	47.0	80.0	59.0	102.0	58.0	71.0	96.0	32.0
ENSG00000172534	HCFC1	17.0	20.0	55.0	28.0	18.0	21.0	46.0	19.0	41.0	25.0	10.0	16.0	5.0	36.0	48.0	43.0	6.0	34.0	31.0	15.0	16.0	10.0	22.0	29.0	50.0	22.0	36.0	30.0	26.0	24.0	41.0	21.0
ENSG00000173153	ESRRA	18.0	18.0	18.0	16.0	42.0	108.0	12.0	25.0	16.0	30.0	35.0	46.0	11.0	28.0	18.0	4.0	9.0	36.0	24.0	28.0	39.0	55.0	92.0	8.0	27.0	31.0	9.0	23.0	15.0	24.0	30.0	20.0
ENSG00000173171	MTX1	9.0	7.0	18.0	8.0	8.0	7.0	12.0	6.0	12.0	9.0	2.0	10.0	6.0	10.0	11.0	8.0	2.0	12.0	10.0	8.0	6.0	2.0	8.0	10.0	10.0	8.0	27.0	12.0	8.0	7.0	15.0	7.0
ENSG00000173436	MICOS10	7.0	10.0	7.0	12.0	14.0	8.0	21.0	13.0	18.0	12.0	8.0	11.0	3.0	11.0	9.0	16.0	2.0	9.0	20.0	14.0	4.0	5.0	10.0	15.0	8.0	6.0	7.0	15.0	8.0	10.0	8.0	9.0
ENSG00000174917	MICOS13	24.0	31.0	17.0	36.0	22.0	35.0	28.0	23.0	47.0	25.0	44.0	23.0	7.0	33.0	29.0	35.0	9.0	34.0	41.0	13.0	25.0	32.0	35.0	17.0	36.0	26.0	71.0	34.0	13.0	25.0	35.0	30.0
ENSG00000177200	CHD9	16.0	17.0	26.0	18.0	19.0	13.0	35.0	19.0	31.0	29.0	7.0	19.0	9.0	19.0	26.0	37.0	3.0	19.0	25.0	20.0	12.0	3.0	14.0	25.0	21.0	17.0	16.0	39.0	14.0	22.0	20.0	20.0
ENSG00000177565	TBL1XR1	26.0	39.0	30.0	49.0	38.0	30.0	51.0	31.0	46.0	47.0	19.0	23.0	22.0	39.0	52.0	46.0	4.0	38.0	56.0	39.0	17.0	6.0	28.0	35.0	42.0	31.0	31.0	106.0	45.0	48.0	49.0	49.0
ENSG00000178307	TMEM11	13.0	12.0	24.0	10.0	14.0	12.0	20.0	16.0	19.0	10.0	10.0	9.0	5.0	17.0	19.0	14.0	4.0	26.0	24.0	11.0	10.0	27.0	14.0	15.0	15.0	9.0	24.0	20.0	10.0	14.0	17.0	14.0
ENSG00000181929	PRKAG1	39.0	53.0	29.0	36.0	38.0	31.0	55.0	47.0	52.0	42.0	35.0	32.0	19.0	40.0	44.0	35.0	8.0	43.0	48.0	46.0	20.0	26.0	29.0	63.0	36.0	28.0	42.0	59.0	55.0	49.0	41.0	42.0
ENSG00000182054	IDH2	47.0	18.0	213.0	119.0	137.0	140.0	48.0	149.0	84.0	64.0	235.0	217.0	128.0	71.0	139.0	25.0	34.0	216.0	180.0	118.0	160.0	537.0	131.0	97.0	89.0	52.0	16.0	36.0	105.0	109.0	105.0	92.0
ENSG00000182890	GLUD2	3.0	4.0		4.0	0.6		1.0	0.6	2.0	3.0		7.0	5.0	1.0	1.0	0.9		5.0	1.0				0.9	1.0		1.0	82.0	2.0	1.0	0.8	0.9	
ENSG00000184831	APOO	7.0	18.0	5.0	31.0	13.0	11.0	15.0	9.0	25.0	11.0	23.0	19.0	6.0	9.0	9.0	12.0	3.0	17.0	15.0	14.0	9.0	11.0	9.0	10.0	9.0	9.0	18.0	26.0	9.0	12.0	11.0	6.0
ENSG00000185386	MAPK11	48.0	15.0	2.0	42.0	6.0	4.0	30.0	14.0	26.0	31.0	11.0	7.0	1.0	33.0	30.0	15.0	2.0	27.0	26.0	6.0	8.0	3.0	7.0	29.0	27.0	9.0	15.0	18.0	12.0	23.0	24.0	13.0
ENSG00000186350	RXRA	51.0	33.0	17.0	21.0	22.0	29.0	32.0	43.0	46.0	27.0	13.0	26.0	21.0	46.0	11.0	47.0	8.0	34.0	31.0	12.0	16.0	31.0	35.0	20.0	53.0	15.0	22.0	44.0	8.0	41.0	30.0	123.0
ENSG00000186951	PPARA	14.0	16.0	3.0	14.0	25.0	31.0	14.0	16.0	13.0	15.0	22.0	43.0	24.0	9.0	8.0	30.0	4.0	10.0	15.0	19.0	10.0	12.0	35.0	14.0	11.0	8.0	4.0	24.0	7.0	14.0	10.0	14.0
ENSG00000187642	PERM1								4.0			32.0								3.0			88.0					0.7		0.7	0.6	0.6	10.0
ENSG00000188130	MAPK12	3.0	2.0	2.0	8.0	1.0	3.0	9.0	2.0	5.0	6.0	3.0	2.0		5.0	4.0	4.0		6.0	8.0	1.0	0.9	31.0	2.0	8.0	4.0	2.0	4.0	3.0	2.0	4.0	4.0	0.8
ENSG00000198646	NCOA6	15.0	14.0	19.0	25.0	20.0	21.0	33.0	21.0	31.0	24.0	8.0	15.0	7.0	23.0	20.0	30.0	5.0	33.0	23.0	26.0	14.0	4.0	20.0	36.0	25.0	20.0	42.0	38.0	19.0	23.0	22.0	28.0
ENSG00000198668	CALM1	232.0	192.0	234.0	1471.0	257.0	256.0	186.0	366.0	296.0	231.0	162.0	200.0	93.0	317.0	202.0	173.0	28.0	240.0	238.0	242.0	109.0	120.0	266.0	288.0	230.0	136.0	157.0	166.0	168.0	210.0	204.0	143.0
ENSG00000198899	MT-ATP6	29608.0	34032.0	6259.0	23683.0	21205.0	22344.0	11108.0	10927.0	10406.0	11424.0	50275.0	43366.0	26885.0	10339.0	11062.0	12662.0	3954.0	15497.0	22959.0	20435.0	13847.0	45230.0	19596.0	12236.0	9583.0	14127.0	17703.0	8890.0	5664.0	10004.0	12880.0	21025.0
ENSG00000228253	MT-ATP8	59010.0	22746.0	3643.0	15782.0	24647.0	18215.0	9117.0	3836.0	6027.0	4896.0	16370.0	37453.0	22575.0	6705.0	4033.0	7478.0	2118.0	8990.0	16836.0	13588.0	6679.0	39182.0	16504.0	7547.0	5214.0	10989.0	10024.0	3502.0	3921.0	3679.0	10223.0	8938.0
ENSG00000241468	ATP5MF	45.0	45.0	41.0	50.0	58.0	56.0	35.0	27.0	40.0	27.0	41.0	40.0	25.0	43.0	50.0	32.0	8.0	51.0	63.0	53.0	23.0	38.0	51.0	38.0	39.0	43.0	45.0	36.0	47.0	34.0	47.0	34.0
ENSG00000241837	ATP5PO	29.0	30.0	42.0	32.0	44.0	53.0	47.0	46.0	50.0	32.0	81.0	34.0	24.0	32.0	42.0	63.0	7.0	42.0	29.0	64.0	23.0	39.0	47.0	44.0	31.0	36.0	34.0	55.0	47.0	41.0	33.0	30.0
ENSG00000256525	POLG2	7.0	12.0	19.0	7.0	7.0	12.0	29.0	8.0	20.0	16.0	4.0	7.0	3.0	12.0	43.0	28.0	2.0	14.0	18.0	12.0	5.0	2.0	10.0	14.0	29.0	8.0	49.0	21.0	17.0	12.0	26.0	21.0
