Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000104973	MED25	7.0	22.0	20.0	9.0	7.0	10.0	18.0	11.0	25.0	11.0	5.0	8.0	2.0	20.0	14.0	19.0	4.0	20.0	12.0	6.0	7.0	8.0	12.0	12.0	24.0	14.0	54.0	22.0	10.0	9.0	15.0	11.0
ENSG00000105085	MED26	3.0	4.0	13.0	4.0	2.0	3.0	5.0	4.0	5.0	5.0	1.0	2.0	1.0	5.0	8.0	5.0	0.6	6.0	5.0	2.0	2.0	0.9	3.0	3.0	6.0	2.0	33.0	4.0	5.0	4.0	5.0	4.0
ENSG00000105329	TGFB1	53.0	35.0	116.0	25.0	19.0	26.0	51.0	29.0	36.0	65.0	13.0	23.0	10.0	90.0	98.0	15.0	4.0	117.0	32.0	18.0	8.0	3.0	31.0	62.0	152.0	40.0	13.0	16.0	54.0	55.0	107.0	34.0
ENSG00000108510	MED13	23.0	27.0	34.0	38.0	36.0	26.0	44.0	32.0	33.0	48.0	9.0	26.0	26.0	31.0	43.0	44.0	6.0	42.0	30.0	30.0	13.0	7.0	25.0	39.0	34.0	25.0	49.0	59.0	29.0	33.0	34.0	30.0
ENSG00000108590	MED31	5.0	10.0	5.0	10.0	5.0	7.0	12.0	11.0	15.0	10.0	5.0	4.0	3.0	9.0	14.0	13.0	2.0	9.0	11.0	6.0	4.0	1.0	6.0	8.0	11.0	6.0	13.0	15.0	7.0	11.0	12.0	14.0
ENSG00000109320	NFKB1	27.0	30.0	115.0	13.0	42.0	29.0	59.0	43.0	53.0	74.0	11.0	21.0	22.0	57.0	93.0	52.0	6.0	54.0	39.0	44.0	20.0	5.0	34.0	48.0	65.0	38.0	25.0	49.0	79.0	60.0	85.0	54.0
ENSG00000109819	PPARGC1A	3.0	5.0		10.0	11.0	12.0	2.0	6.0	3.0	7.0	21.0	36.0	22.0	7.0		2.0	1.0		6.0	16.0	26.0	12.0	9.0	3.0	1.0	6.0	10.0	42.0	0.6	2.0	1.0	1.0
ENSG00000112237	CCNC	25.0	39.0	27.0	27.0	32.0	39.0	46.0	51.0	30.0	56.0	9.0	32.0	32.0	33.0	51.0	26.0	12.0	47.0	54.0	33.0	38.0	4.0	35.0	29.0	32.0	40.0	21.0	108.0	43.0	42.0	40.0	41.0
ENSG00000112282	MED23	17.0	27.0	42.0	17.0	25.0	25.0	58.0	23.0	39.0	32.0	7.0	16.0	7.0	30.0	46.0	44.0	5.0	29.0	38.0	31.0	18.0	4.0	25.0	33.0	40.0	25.0	34.0	53.0	30.0	34.0	36.0	33.0
ENSG00000112576	CCND3	40.0	78.0	132.0	32.0	24.0	30.0	26.0	31.0	47.0	44.0	16.0	13.0	4.0	108.0	133.0	26.0	5.0	74.0	22.0	22.0	21.0	2.0	26.0	32.0	118.0	24.0	14.0	53.0	73.0	35.0	77.0	16.0
ENSG00000112584	FAM120B	24.0	33.0	12.0	41.0	26.0	22.0	58.0	28.0	61.0	39.0	14.0	19.0	9.0	39.0	35.0	50.0	6.0	37.0	44.0	29.0	20.0	6.0	24.0	42.0	35.0	23.0	39.0	55.0	28.0	30.0	30.0	29.0
ENSG00000118579	MED28	14.0	14.0	25.0	22.0	15.0	14.0	48.0	17.0	37.0	21.0	6.0	11.0	6.0	19.0	36.0	48.0	2.0	33.0	25.0	17.0	12.0	6.0	17.0	25.0	33.0	15.0	27.0	34.0	28.0	21.0	25.0	22.0
ENSG00000122877	EGR2	21.0	24.0	14.0	41.0	6.0	4.0	20.0	13.0	5.0	91.0	4.0	11.0	9.0	40.0	48.0	32.0	2.0	6.0	23.0	6.0	2.0		6.0	42.0	12.0	7.0	12.0	282.0	16.0	51.0	32.0	11.0
ENSG00000123066	MED13L	15.0	9.0	40.0	15.0	12.0	9.0	30.0	15.0	16.0	16.0	5.0	8.0	3.0	17.0	17.0	29.0	3.0	18.0	14.0	13.0	8.0	4.0	11.0	23.0	19.0	8.0	16.0	26.0	14.0	15.0	17.0	22.0
ENSG00000124151	NCOA3	37.0	27.0	27.0	21.0	30.0	22.0	62.0	46.0	49.0	43.0	13.0	19.0	14.0	45.0	148.0	56.0	6.0	113.0	34.0	33.0	18.0	10.0	24.0	46.0	107.0	43.0	31.0	62.0	115.0	62.0	93.0	38.0
ENSG00000124253	PCK1	126.0	2.0			119.0	257.0	3.0	0.5	1.0	39.0		462.0	690.0		0.5	0.8				222.0	1.0		362.0	0.8		2.0					3.0	
ENSG00000124641	MED20	13.0	22.0	7.0	12.0	21.0	16.0	28.0	21.0	30.0	24.0	9.0	17.0	8.0	16.0	22.0	22.0	4.0	37.0	25.0	21.0	9.0	6.0	16.0	31.0	22.0	15.0	19.0	32.0	30.0	26.0	21.0	20.0
ENSG00000125084	WNT1			1.0	1.0		1.0				1.0					2.0								0.6		2.0	0.7	2.0		1.0		3.0	
ENSG00000125686	MED1	22.0	21.0	27.0	26.0	25.0	18.0	50.0	26.0	38.0	35.0	10.0	19.0	11.0	31.0	51.0	48.0	4.0	36.0	28.0	27.0	12.0	6.0	19.0	40.0	37.0	19.0	36.0	41.0	42.0	30.0	42.0	24.0
ENSG00000130589	HELZ2	8.0	4.0	29.0	3.0	8.0	6.0	5.0	4.0	6.0	10.0	2.0	3.0	2.0	15.0	12.0	2.0	2.0	8.0	7.0	2.0	5.0	0.7	7.0	4.0	39.0	10.0	3.0	6.0	3.0	6.0	13.0	4.0
ENSG00000130772	MED18	11.0	11.0	12.0	12.0	26.0	19.0	18.0	21.0	32.0	21.0	8.0	18.0	10.0	20.0	34.0	18.0	3.0	22.0	13.0	21.0	9.0	5.0	22.0	18.0	24.0	19.0	18.0	23.0	26.0	22.0	26.0	18.0
ENSG00000132170	PPARG	155.0	5.0	1.0	2.0	46.0	22.0	8.0	8.0	7.0	18.0	4.0	11.0	10.0	32.0	5.0	22.0	0.7	51.0	5.0	39.0	3.0	0.7	16.0	17.0	16.0	33.0	11.0	18.0	3.0	65.0	11.0	1.0
ENSG00000132964	CDK8	11.0	14.0	9.0	18.0	21.0	22.0	18.0	23.0	14.0	24.0	7.0	15.0	10.0	13.0	15.0	12.0	4.0	27.0	17.0	23.0	11.0	5.0	25.0	27.0	13.0	13.0	41.0	15.0	15.0	24.0	17.0	18.0
ENSG00000133398	MED10	43.0	33.0	78.0	50.0	32.0	30.0	61.0	45.0	44.0	52.0	21.0	21.0	12.0	53.0	77.0	56.0	10.0	55.0	49.0	23.0	21.0	10.0	44.0	36.0	58.0	35.0	45.0	60.0	35.0	39.0	56.0	50.0
ENSG00000133997	MED6	10.0	13.0	28.0	13.0	10.0	9.0	28.0	14.0	23.0	16.0	4.0	5.0	5.0	15.0	21.0	24.0	2.0	17.0	15.0	12.0	5.0	3.0	10.0	17.0	17.0	8.0	17.0	25.0	21.0	16.0	14.0	19.0
ENSG00000135218	CD36	1272.0	17.0	67.0	0.7	21.0	70.0	8.0	16.0	41.0	73.0	153.0	3.0	19.0	156.0	23.0	4.0	4.0	258.0	4.0	27.0	11.0	41.0	84.0	14.0	273.0	21.0	5.0	86.0	4.0	22.0	66.0	5.0
ENSG00000135446	CDK4	28.0	48.0	43.0	14.0	28.0	27.0	89.0	34.0	84.0	62.0	20.0	21.0	13.0	39.0	48.0	99.0	11.0	51.0	43.0	45.0	23.0	5.0	28.0	85.0	37.0	24.0	22.0	81.0	51.0	58.0	49.0	34.0
ENSG00000136146	MED4	45.0	50.0	78.0	50.0	47.0	46.0	82.0	54.0	64.0	63.0	30.0	30.0	26.0	62.0	69.0	55.0	6.0	74.0	60.0	57.0	25.0	15.0	49.0	70.0	54.0	36.0	86.0	80.0	73.0	61.0	62.0	54.0
ENSG00000136826	KLF4	168.0	56.0	140.0	7.0	227.0	94.0	65.0	238.0	123.0	254.0	16.0	10.0	13.0	149.0	22.0	115.0	5.0	91.0	79.0	231.0	12.0	3.0	167.0	109.0	114.0	287.0	76.0	54.0	42.0	99.0	115.0	258.0
ENSG00000137574	TGS1	23.0	16.0	24.0	20.0	22.0	14.0	37.0	26.0	34.0	30.0	8.0	17.0	8.0	26.0	49.0	39.0	3.0	27.0	29.0	20.0	8.0	4.0	19.0	28.0	33.0	16.0	36.0	41.0	45.0	32.0	37.0	26.0
ENSG00000140396	NCOA2	16.0	24.0	43.0	32.0	27.0	23.0	40.0	39.0	37.0	35.0	16.0	27.0	27.0	33.0	33.0	53.0	4.0	35.0	38.0	26.0	17.0	4.0	28.0	28.0	37.0	25.0	51.0	46.0	27.0	35.0	33.0	32.0
ENSG00000141026	MED9	6.0	10.0	9.0	14.0	8.0	8.0	13.0	6.0	13.0	8.0	10.0	8.0	5.0	9.0	9.0	12.0	2.0	8.0	12.0	7.0	7.0	5.0	8.0	9.0	11.0	7.0	12.0	15.0	7.0	8.0	7.0	7.0
ENSG00000141027	NCOR1	21.0	24.0	28.0	34.0	42.0	41.0	54.0	34.0	42.0	39.0	12.0	29.0	21.0	36.0	42.0	50.0	7.0	38.0	35.0	42.0	15.0	11.0	37.0	45.0	39.0	37.0	46.0	63.0	34.0	39.0	37.0	39.0
ENSG00000142453	CARM1	20.0	17.0	33.0	25.0	26.0	25.0	51.0	48.0	59.0	40.0	17.0	15.0	6.0	28.0	37.0	48.0	7.0	54.0	31.0	27.0	14.0	43.0	28.0	52.0	31.0	19.0	73.0	27.0	32.0	40.0	39.0	31.0
ENSG00000148297	MED22	9.0	15.0	12.0	13.0	10.0	12.0	24.0	14.0	30.0	14.0	6.0	9.0	2.0	23.0	23.0	28.0	3.0	21.0	22.0	8.0	9.0	2.0	13.0	21.0	27.0	11.0	11.0	31.0	14.0	18.0	20.0	16.0
ENSG00000152944	MED21	20.0	61.0	49.0	32.0	29.0	25.0	72.0	57.0	55.0	55.0	26.0	37.0	13.0	50.0	35.0	65.0	6.0	44.0	56.0	32.0	20.0	10.0	26.0	47.0	33.0	22.0	61.0	67.0	38.0	50.0	35.0	37.0
ENSG00000155111	CDK19	11.0	10.0	19.0	56.0	16.0	12.0	40.0	23.0	21.0	32.0	5.0	13.0	5.0	20.0	28.0	32.0	2.0	31.0	67.0	16.0	5.0	2.0	16.0	23.0	25.0	17.0	47.0	24.0	20.0	20.0	20.0	22.0
ENSG00000155868	MED7	14.0	18.0	9.0	20.0	17.0	10.0	25.0	15.0	20.0	15.0	8.0	14.0	6.0	16.0	25.0	22.0	3.0	17.0	20.0	18.0	6.0	5.0	13.0	18.0	24.0	12.0	35.0	33.0	16.0	17.0	20.0	10.0
ENSG00000156603	MED19	12.0	21.0	10.0	29.0	14.0	15.0	20.0	14.0	20.0	17.0	6.0	12.0	5.0	17.0	18.0	16.0	2.0	25.0	20.0	13.0	8.0	3.0	12.0	17.0	17.0	10.0	40.0	25.0	17.0	15.0	14.0	20.0
ENSG00000159479	MED8	30.0	27.0	28.0	38.0	32.0	32.0	43.0	47.0	38.0	42.0	10.0	23.0	18.0	39.0	41.0	41.0	7.0	56.0	40.0	44.0	20.0	5.0	31.0	52.0	37.0	34.0	43.0	65.0	50.0	38.0	42.0	40.0
ENSG00000160563	MED27	11.0	16.0	15.0	21.0	10.0	10.0	25.0	22.0	25.0	14.0	10.0	7.0	5.0	15.0	24.0	19.0	2.0	23.0	22.0	13.0	6.0	4.0	8.0	20.0	19.0	12.0	30.0	25.0	17.0	19.0	17.0	17.0
ENSG00000161920	MED11	13.0	18.0	7.0	12.0	17.0	17.0	18.0	17.0	32.0	18.0	10.0	19.0	9.0	26.0	26.0	18.0	3.0	19.0	20.0	24.0	13.0	7.0	19.0	19.0	28.0	14.0	15.0	23.0	27.0	19.0	28.0	20.0
ENSG00000164330	EBF1	91.0	7.0	3.0	7.0	6.0	2.0	33.0	9.0	28.0	36.0	5.0	6.0	0.5	8.0	25.0	22.0	0.9	33.0	11.0	7.0	4.0	2.0	5.0	26.0	15.0	4.0	13.0	9.0	22.0	18.0	12.0	7.0
ENSG00000164758	MED30	17.0	17.0	68.0	13.0	24.0	15.0	42.0	15.0	33.0	14.0	5.0	12.0	14.0	30.0	32.0	38.0	3.0	24.0	26.0	19.0	8.0	2.0	17.0	20.0	28.0	11.0	21.0	21.0	26.0	14.0	29.0	15.0
ENSG00000166819	PLIN1	2002.0	20.0		3.0	5.0	1.0	1.0	0.6	2.0	20.0	3.0	0.8	26.0		4.0	2.0	3.0	0.6	2.0	1.0	23.0	2.0	2.0	0.5	1.0	0.6	20.0	2.0		3.0	8.0	0.6
ENSG00000167772	ANGPTL4	78.0	11.0	2.0	25.0	3.0	19.0	2.0	27.0	7.0	24.0	1.0	5.0	83.0	15.0	5.0	0.6	25.0	58.0	10.0	1.0	3.0		55.0	3.0	5.0	3.0	11.0	14.0	6.0	13.0	51.0	14.0
ENSG00000169884	WNT10B	2.0		2.0	19.0	1.0	2.0	0.6	1.0	1.0	2.0				3.0	4.0			0.5	1.0	2.0	0.8		3.0	0.6	5.0	2.0	3.0	0.9	4.0	1.0	3.0	5.0
ENSG00000170323	FABP4	8475.0	90.0	4.0	0.7	45.0	8.0	8.0	32.0	13.0	146.0	57.0	8.0	4.0	216.0	32.0	5.0	7.0	316.0	3.0	25.0	69.0	36.0	18.0	42.0	6.0	12.0	2.0	155.0	5.0	183.0	155.0	2.0
ENSG00000171720	HDAC3	22.0	44.0	46.0	27.0	23.0	24.0	56.0	38.0	53.0	42.0	14.0	16.0	16.0	38.0	56.0	53.0	8.0	40.0	39.0	37.0	18.0	8.0	26.0	51.0	43.0	22.0	34.0	52.0	67.0	41.0	42.0	49.0
ENSG00000172216	CEBPB	97.0	189.0	73.0	15.0	29.0	23.0	62.0	33.0	36.0	94.0	13.0	12.0	59.0	113.0	30.0	64.0	15.0	157.0	44.0	14.0	29.0	43.0	32.0	43.0	89.0	28.0	11.0	58.0	18.0	71.0	189.0	54.0
ENSG00000173039	RELA	45.0	30.0	86.0	27.0	29.0	36.0	89.0	56.0	86.0	69.0	17.0	24.0	21.0	72.0	62.0	80.0	11.0	52.0	58.0	31.0	30.0	11.0	37.0	69.0	79.0	37.0	36.0	54.0	46.0	52.0	64.0	45.0
ENSG00000174697	LEP	635.0	2.0			3.0					3.0							1.0	17.0			2.0				0.9		0.7				19.0	
ENSG00000175221	MED16	16.0	19.0	22.0	31.0	24.0	23.0	31.0	17.0	36.0	18.0	7.0	22.0	7.0	33.0	30.0	55.0	12.0	43.0	35.0	6.0	20.0	10.0	26.0	12.0	42.0	29.0	37.0	27.0	9.0	18.0	38.0	16.0
ENSG00000175445	LPL	2549.0	49.0	2.0	17.0	12.0	2.0	7.0	4.0	4.0	24.0	432.0	25.0	1.0	201.0	29.0	34.0	3.0	24.0	5.0	4.0	20.0	25.0	4.0	10.0	5.0	4.0	3.0	53.0	8.0	6.0	29.0	4.0
ENSG00000177200	CHD9	16.0	17.0	26.0	18.0	19.0	13.0	35.0	19.0	31.0	29.0	7.0	19.0	9.0	19.0	26.0	37.0	3.0	19.0	25.0	20.0	12.0	3.0	14.0	25.0	21.0	17.0	16.0	39.0	14.0	22.0	20.0	20.0
ENSG00000177565	TBL1XR1	26.0	39.0	30.0	49.0	38.0	30.0	51.0	31.0	46.0	47.0	19.0	23.0	22.0	39.0	52.0	46.0	4.0	38.0	56.0	39.0	17.0	6.0	28.0	35.0	42.0	31.0	31.0	106.0	45.0	48.0	49.0	49.0
ENSG00000180182	MED14	12.0	19.0	22.0	17.0	27.0	30.0	29.0	28.0	27.0	28.0	9.0	19.0	13.0	23.0	37.0	27.0	4.0	27.0	26.0	29.0	7.0	21.0	27.0	27.0	24.0	22.0	12.0	44.0	32.0	29.0	32.0	31.0
ENSG00000181092	ADIPOQ	1162.0	15.0			6.0					23.0	3.0				2.0		2.0			2.0	18.0	0.5	1.0					2.0		2.0	5.0	
ENSG00000181444	ZNF467	9.0	7.0	11.0	4.0	3.0	2.0	8.0	2.0	11.0	6.0	2.0	10.0	2.0	11.0	9.0	3.0	2.0	5.0	6.0	2.0	6.0	0.5	3.0	6.0	22.0	7.0	2.0	10.0	3.0	3.0	9.0	5.0
ENSG00000181856	SLC2A4	59.0	8.0	5.0	2.0	4.0	4.0	14.0	40.0	15.0	5.0	82.0	3.0	1.0	0.6	0.6	4.0		5.0	22.0	5.0	11.0	121.0	6.0	36.0		2.0	6.0	4.0	0.6	28.0	3.0	1.0
ENSG00000184634	MED12	23.0	40.0	29.0	21.0	16.0	18.0	54.0	22.0	55.0	36.0	9.0	12.0	5.0	36.0	34.0	76.0	5.0	60.0	35.0	24.0	14.0	7.0	19.0	46.0	64.0	18.0	38.0	45.0	28.0	28.0	40.0	36.0
ENSG00000185551	NR2F2	44.0	65.0		15.0	35.0	21.0	210.0	18.0	123.0	108.0	17.0	82.0	19.0	79.0	72.0	506.0	5.0	128.0	106.0	28.0	16.0	10.0	21.0	124.0	212.0	45.0	50.0	31.0	13.0	58.0	35.0	8.0
ENSG00000186350	RXRA	51.0	33.0	17.0	21.0	22.0	29.0	32.0	43.0	46.0	27.0	13.0	26.0	21.0	46.0	11.0	47.0	8.0	34.0	31.0	12.0	16.0	31.0	35.0	20.0	53.0	15.0	22.0	44.0	8.0	41.0	30.0	123.0
ENSG00000186951	PPARA	14.0	16.0	3.0	14.0	25.0	31.0	14.0	16.0	13.0	15.0	22.0	43.0	24.0	9.0	8.0	30.0	4.0	10.0	15.0	19.0	10.0	12.0	35.0	14.0	11.0	8.0	4.0	24.0	7.0	14.0	10.0	14.0
ENSG00000196498	NCOR2	28.0	29.0	21.0	47.0	22.0	19.0	41.0	15.0	39.0	25.0	9.0	19.0	6.0	55.0	22.0	59.0	8.0	33.0	46.0	9.0	24.0	21.0	25.0	21.0	51.0	29.0	32.0	21.0	7.0	19.0	36.0	25.0
ENSG00000198646	NCOA6	15.0	14.0	19.0	25.0	20.0	21.0	33.0	21.0	31.0	24.0	8.0	15.0	7.0	23.0	20.0	30.0	5.0	33.0	23.0	26.0	14.0	4.0	20.0	36.0	25.0	20.0	42.0	38.0	19.0	23.0	22.0	28.0
ENSG00000198911	SREBF2	30.0	119.0	46.0	156.0	84.0	70.0	79.0	123.0	104.0	64.0	49.0	41.0	24.0	133.0	100.0	90.0	20.0	82.0	82.0	66.0	52.0	13.0	59.0	92.0	77.0	65.0	77.0	74.0	86.0	49.0	76.0	102.0
ENSG00000221869	CEBPD	133.0	85.0	37.0	13.0	59.0	25.0	25.0	12.0	24.0	28.0	4.0	50.0	84.0	83.0	16.0	102.0	9.0	78.0	38.0	12.0	9.0	5.0	47.0	26.0	100.0	65.0	7.0	9.0	7.0	15.0	105.0	6.0
ENSG00000232810	TNF	1.0	2.0	66.0	8.0	2.0	5.0	2.0	0.9	3.0	5.0	0.8	1.0	2.0	8.0	26.0			2.0	4.0	3.0	3.0		2.0	3.0	10.0	2.0		1.0	25.0	5.0	13.0	9.0
ENSG00000245848	CEBPA	64.0	3.0	20.0	7.0	18.0	19.0	3.0	15.0	9.0	8.0	2.0	2.0	30.0	48.0	12.0	1.0	3.0	30.0	10.0	11.0	7.0	0.9	20.0	4.0	9.0	8.0	1.0	11.0	8.0	11.0	8.0	69.0
